authorId,name,paperCnt,lastPub,mostPub,pubPerYearAvg,topic,activity
2389,V. Paturyan,2,2001,2000,1,0,1
2390,S.T. Love,5,2003,1999,1.25,0,2
2391,Dmitri V. Vassilevich,1,2001,2001,1,1,0
2392,L.E.Ibanez,1,1999,1999,1,1,0
2393,Petr. I. Pronin,1,1999,1999,1,0,0
2394,L. C. de Albuquerque,1,2000,2000,1,0,0
2395,H.C. Rosu,2,2003,2003,2,0,1
2396,I. Devetak,1,1999,1999,1,0,0
2397,Emily J. Hackett-Jones,1,2002,2002,1,0,0
2398,A. Collinucci,1,2002,2002,1,0,0
2399,A.B. Balantekin,3,2001,2000,1.5,0,1
2400,Jerzy A.Przeszowski,1,1999,1999,1,0,0
2401,J\urg K\appeli,2,2002,2002,2,0,1
2402,Pierre Vanhove,9,2002,1999,2.25,0,2
2403,Aleksey Polishchuk,1,1999,1999,1,0,0
2404,A.A. Bytsenko,7,2001,1999,2.3333333333333335,0,2
2405,Amir Mulic,1,1999,1999,1,0,0
2406,Masashi Naganuma,10,2003,2000,2,0,2
2407,Satoru Saito,2,1999,1999,2,0,1
2408,M. Vanderkelen,1,2001,2001,1,0,0
2409,N.S.Deger,1,1999,1999,1,0,0
2410,H. Verschelde,9,2003,2001,2.25,0,2
2411,Jie Yang,1,2003,2003,1,0,0
2412,Zbigniew Jaskolski,5,2003,1999,1.25,0,2
2413,Mark. D. Gould,2,2002,2001,1,0,1
2414,L.C.R.Wijewardhana,1,2002,2002,1,1,0
2415,Werner Krauth,3,2000,1999,1.5,0,1
2416,C. Nash,11,2002,2000,3.6666666666666665,0,2
2417,R. Casadio,4,2001,2000,2,0,1
2418,Andriy Pokotilov,2,2002,2002,2,0,1
2419,Christiaan Hofman,6,2002,2002,3,0,2
2420,Armen Nersessian,7,2002,2001,3.5,0,2
2421,M. Marino,1,2000,2000,1,0,0
2422,B. Spence,3,2002,1999,1,0,1
2423,Raphael Bousso,13,2002,1999,3.25,0,2
2424,A.T.Suzuki,2,2002,1999,1,0,1
2425,Simon Lyakhovich,3,2002,2001,1.5,0,1
2426,Plamen P. Fiziev,1,2001,2001,1,0,0
2427,Constantin Rasinariu,1,2000,2000,1,0,0
2428,Martin Florig,1,1999,1999,1,0,0
2429,H. Skarke,1,2001,2001,1,0,0
2430,V.O. Rivelles,2,2002,2000,1,0,1
2431,F. Ruiz Ruiz,3,2002,2000,1.5,0,1
2432,G. Bandelloni,6,2002,2000,1.5,0,2
2433,Philip Parkin,1,2000,2000,1,0,0
2434,N. S'anchez,2,1999,1999,2,0,1
2435,Anastasios Petkou,2,2000,1999,1,0,1
2436,M.R. Garousi,3,2002,2002,1.5,0,1
2437,Nima Arkani-Hamed,15,2003,2001,3,0,2
2438,James Babington,4,2002,2001,2,0,1
2439,C. M. Yee,1,2000,2000,1,0,0
2440,Yun-Song Piao,3,2003,2001,1,0,1
2441,Ren-Jie Zhang,1,2000,2000,1,0,0
2442,Jorge Gamboa,1,1999,1999,1,0,0
2443,Matthew G. Baring,1,2000,2000,1,0,0
2444,Koushik Ray,3,2001,1999,1.5,0,1
2445,Richard L. Hall,3,2001,2001,1.5,0,1
2446,K.S. Stelle,13,2003,2002,2.6,0,2
2447,A.M.Tarabay,1,1999,1999,1,0,0
2448,V.D. Ivashchuk,4,2002,2001,2,0,1
2449,V. S. Alves,4,2002,1999,1,0,1
2450,Rodolfo Casana,2,2001,2001,2,0,1
2451,A.C Tort,1,2000,2000,1,1,0
2452,Seriko Tanimoto,2,2002,2001,1,0,1
2453,M.N. Stoilov,1,1999,1999,1,0,0
2454,Jorge Mahecha,3,2002,2000,1,0,1
2455,MarcoZagermann,1,2002,2002,1,0,0
2456,M. Aguado,3,2002,2000,1,0,1
2457,Katherine A. Seaton,2,2001,2001,2,0,1
2458,G. Moore,2,1999,1999,2,0,1
2459,Bjorg A. Larson,1,2002,2002,1,0,0
2460,Michael Grady,1,2001,2001,1,1,0
2461,J. Madore,3,2002,1999,1,0,1
2462,Karin Bautier,2,1999,1999,2,0,1
2463,D. Blaschke,4,2002,1999,1,0,1
2464,Daniela Bigatti,4,2001,2000,1.3333333333333333,0,1
2465,A. Yu. Loginov,1,2002,2002,1,0,0
2466,Shi-Hao Chen,2,2002,2002,2,1,1
2467,Marek Rogatko,9,2003,2002,1.8,0,2
2468,Karyn M. Apfeldorf,1,2000,2000,1,1,0
2469,Jose M. Izquierdo,8,2003,2002,2.6666666666666665,0,2
2470,Y. Taira,1,1999,1999,1,0,0
2471,Dejan Stojkovic,6,2002,2001,2,0,2
2472,Jordi Molins,1,2000,2000,1,0,0
2473,Stephen D. H. Hsu,1,1999,1999,1,0,0
2474,Ashoke Sen,36,2003,2000,7.2,0,2
2475,R. L. Jaffe,7,2002,1999,1.75,0,2
2476,Veronique Terras,1,2002,2002,1,0,0
2477,M. R. Gaberdiel,1,1999,1999,1,1,0
2478,P. Kaste,2,2001,2000,1,0,1
2479,Weizhen Deng,1,2000,2000,1,0,0
2480,J. Rembielinski,1,2002,2002,1,0,0
2481,J. Weiss,2,2000,2000,2,0,1
2482,S. D. Odintsov,1,1999,1999,1,1,0
2483,Gleb Arutyunov,2,2002,2001,1,0,1
2484,Zoltan Kadar,1,2000,2000,1,0,0
2485,Helmuth Huffel,3,1999,1999,3,0,1
2486,Akihiro Nakamura,3,2003,2001,1.5,1,1
2487,Rodolfo Russoand Alessandro Tanzini,1,2003,2003,1,0,0
2488,L.C. Kwek,1,2000,2000,1,0,0
2489,A. C. Petkou,18,2003,2000,3.6,0,2
2490,Marco Billo',4,1999,1999,4,0,1
2491,A. Klemm,3,2003,1999,1,0,1
2492,E. Rabinovici,8,2002,2002,2,0,2
2493,M. Talon,1,2002,2002,1,0,0
2494,J. Nishimura,9,2002,2000,2.25,0,2
2495,E. T. Tomboulis,1,2002,2002,1,0,0
2496,W. Freire,2,2002,2002,2,0,1
2497,H.B. Geyer,1,2003,2003,1,1,0
2498,David M. Thompson,1,2001,2001,1,0,0
2499,L.Martucci,1,2002,2002,1,0,0
2500,R. Minasian,1,2000,2000,1,0,0
2501,P. Heslop,4,2003,2000,2,0,1
2502,Marika Taylor,4,2003,2002,2,0,1
2503,M.P.Fry,1,2000,2000,1,1,0
2504,Gary Felder,3,2002,2002,1.5,0,1
2505,Jan-Willem Rombouts,1,2003,2003,1,1,0
2506,Javier Mas,5,2000,1999,2.5,0,2
2507,Sebastian Salamo,1,1999,1999,1,0,0
2508,M. Shaposhnikov,1,2001,2001,1,0,0
2509,M. Bordag,16,2002,2001,4,0,2
2510,H. Babujian,6,2003,2001,1.5,1,2
2511,D. Karakhanyan,1,2001,2001,1,0,0
2512,L.C.Q.Vilar,3,2001,1999,1,1,1
2513,D. Levkov,1,2003,2003,1,0,0
2514,Kameshwar C. Wali,2,2002,2000,1,0,1
2515,Anatoly Konechny,2,2001,2001,2,0,1
2516,A. P. Polychronakos,1,2000,2000,1,0,0
2517,A.G. Sedrakyan,1,2003,2003,1,0,0
2518,D. L\ust,1,2002,2002,1,0,0
2519,K. Heitmann,1,1999,1999,1,0,0
2520,H.J.W. Mueller-Kirsten,2,2000,1999,1,0,1
2521,M.S.El Naschie,1,2000,2000,1,0,0
2522,Emilio Elizalde,4,2002,1999,2,0,1
2523,Anton Galajinsky,7,2003,2001,1.75,0,2
2524,B. Brinne,1,2001,2001,1,0,0
2525,M. Sampaio,3,2002,2000,1,0,1
2526,Lev. V. Sabinin,1,2000,2000,1,0,0
2527,Y.Q. Li,1,2001,2001,1,0,0
2528,A. F. deQueiroz,1,2000,2000,1,0,0
2529,B. Muratori,9,2002,2000,3,0,2
2530,M. A. Hartman,1,1999,1999,1,0,0
2531,Joris Raeymaekers,5,2002,2000,1.25,0,2
2532,C. Gomez,2,2000,1999,1,0,1
2533,G. Geshnizjani,1,2003,2003,1,1,0
2534,Christopher T. Hill,6,2003,2001,1.5,0,2
2535,Romesh K. Kaul,2,2003,2000,1,0,1
2536,Christophe Patricot,1,2003,2003,1,0,0
2537,Yi Li,1,2002,2002,1,0,0
2538,Michael Forger,2,2002,1999,1,0,1
2539,Jun S. Song,4,2001,1999,2,0,1
2540,M. Haskins,1,2003,2003,1,1,0
2541,H. Boschi-Filho,6,2002,2000,2,0,2
2542,KrzysztofPilch,1,2000,2000,1,0,0
2543,M. Moriconi,5,2003,2001,1.25,0,2
2544,A. Garcia,1,2000,2000,1,0,0
2545,V. G. C. S. dos Santos,1,2002,2002,1,0,0
2546,M. Hirayama,3,2003,1999,1,0,1
2547,J.Douari,1,2000,2000,1,1,0
2548,Ehud Fuchs,4,2002,2002,1.3333333333333333,0,1
2549,Sayan Kar,5,2002,2002,2.5,0,2
2550,Rainer Scharf,1,2001,2001,1,1,0
2551,M.Haouchine,1,1999,1999,1,0,0
2552,B.M.A.G Piette,1,2001,2001,1,0,0
2553,H.B. Nielsen,1,1999,1999,1,1,0
2554,Mauri Miettinen,2,1999,1999,2,0,1
2555,K. de Ara\'ujo Ferreira,1,2002,2002,1,1,0
2556,A.V.Sinitskaya,1,1999,1999,1,0,0
2557,Andr\'e LeClair,1,2001,2001,1,1,0
2558,Roberto Longo,1,1999,1999,1,1,0
2559,Yoichi Kazama,1,2002,2002,1,0,0
2560,C.M.Na\'on,1,2001,2001,1,0,0
2561,M. dela Torre Mayado,1,2002,2002,1,0,0
2562,M. Sivakumar,3,2001,1999,1.5,0,1
2563,Haogang Ding,1,2001,2001,1,0,0
2564,J.M. Roman,1,2003,2003,1,0,0
2565,Dietmar Klemm,11,2003,1999,2.2,0,2
2566,Oliver DeWolfe,8,2003,2000,1.6,0,2
2567,Brett McInnes,10,2002,2001,2.5,0,2
2568,R. P. Neves,1,2003,2003,1,1,0
2569,Krzysztof A. Meissner,6,2003,1999,1.5,0,2
2570,S. Alexander,1,2000,2000,1,1,0
2571,P. Pasti,2,2000,2000,2,0,1
2572,Walter Greiner,2,2000,2000,2,0,1
2573,MikkelNielsen,1,2001,2001,1,1,0
2574,L. Castellani,3,2002,2000,1,0,1
2575,C\'edric Deffayet,2,2002,2001,1,1,1
2576,Lorenzo Leal,5,2002,2002,1.25,0,2
2577,E. A. Silva,1,2001,2001,1,0,0
2578,Shun-ichi Yamaguchi,2,2002,2000,1,0,1
2579,Hikaru Sato,2,2002,1999,1,0,1
2580,T. Multamaki,2,2003,2002,1,0,1
2581,Raja Q. Almukahhal,1,1999,1999,1,0,0
2582,A.Blasi,1,2000,2000,1,1,0
2583,George Papadopoulos,6,2003,2002,1.2,0,2
2584,David Alba,2,2002,2000,1,0,1
2585,Zhang Hongsheng,1,2003,2003,1,0,0
2586,Y. Takayama,1,2003,2003,1,1,0
2587,Pedro Bordalo,1,2001,2001,1,0,0
2588,Oleg Soloviev,1,1999,1999,1,0,0
2589,J. Cline,1,1999,1999,1,0,0
2590,Ioannis P. Zois,5,2001,1999,1.6666666666666667,0,2
2591,Q. Shafi,1,2001,2001,1,0,0
2592,L. Molinari,1,2001,2001,1,0,0
2593,Masaru Kamata,2,2001,1999,1,0,1
2594,J.-F. Mathiot,1,2001,2001,1,0,0
2595,I T Drummond,1,1999,1999,1,1,0
2596,St\'ephane Salmons,1,2002,2002,1,0,0
2597,F. Cachazo,3,2001,2001,3,0,1
2598,Alfred D. Shapere,2,2001,1999,1,0,1
2599,J. A. Nieto,9,2003,2000,1.8,0,2
2600,Johan van de Leur,1,2001,2001,1,0,0
2601,Giuseppe D'Appollonio,2,2002,2000,1,0,1
2602,Raman Sundrum,8,2002,2001,2,0,2
2603,Edmundo M. Monte,1,2001,2001,1,0,0
2604,S. Nagy,2,2000,1999,1,0,1
2605,K. G. Selivanov,1,2001,2001,1,1,0
2606,Oscar J. C. Dias,6,2003,2002,2,0,2
2607,Adrian Vajiac,1,2000,2000,1,0,0
2608,S. M. Sibiryakov,1,2003,2003,1,0,0
2609,L. Sandoval Jr,2,1999,1999,2,0,1
2610,E.H. Saidi,6,2003,2001,1.5,0,2
2611,Agustin Nieto,1,1999,1999,1,0,0
2612,James T. Liu,23,2003,2000,4.6,0,2
2613,Patricio Gaete,6,2002,2000,1.5,0,2
2614,Niclas Sandstr\{o}m,1,1999,1999,1,0,0
2615,N. Evans,2,2002,2000,1,0,1
2616,V.S. Rychkov,1,2000,2000,1,1,0
2617,L. Jonke,2,2003,2002,1,0,1
2618,Mikhail S. Volkov,10,2003,2001,2,0,2
2619,Jeeva S. Anandan,1,1999,1999,1,1,0
2620,John Ellis,8,2002,1999,2,0,2
2621,Soeren Koester,1,2003,2003,1,0,0
2622,E. Silverstein,5,2002,2001,1.6666666666666667,0,2
2623,V. A. Gani,3,2001,1999,1.5,0,1
2624,M. P. Fry,2,2001,1999,1,0,1
2625,A.L.M.A.Nogueira,1,2003,2003,1,0,0
2626,Andrej Brzoska,1,2001,2001,1,0,0
2627,Stephen L. Adler,3,2002,2000,1,0,1
2628,Krzysztof Gawedzki,5,2002,2001,1.6666666666666667,0,2
2629,ChristianeSchomblond,1,2002,2002,1,0,0
2630,S.N. Tamaryan,1,2000,2000,1,0,0
2631,I. R. Klebanov,3,2002,2001,1.5,0,1
2632,M.Hasenbusch,2,2000,1999,1,0,1
2633,P. M. Petropoulos,1,2001,2001,1,0,0
2634,D.V. Shirkov,3,2002,1999,1.5,0,1
2635,Kwang-Sup Soh,4,2001,2000,1.3333333333333333,0,1
2636,Stathis Pakis,4,2002,2002,2,0,1
2637,Angel Ferrandez,1,2002,2002,1,0,0
2638,O-Kab Kwon,6,2003,2003,1.5,0,2
2639,Nakwoo Kim,18,2002,2002,4.5,0,2
2640,P.A.G. Pisani,1,2002,2002,1,0,0
2641,Xiaolin Chen,1,2000,2000,1,0,0
2642,Satish D. Joglekar,10,2002,1999,2.5,0,2
2643,Christel Kamp,1,2000,2000,1,0,0
2644,M.B. Green,1,1999,1999,1,0,0
2645,Lawrence J. Hall,3,2003,2001,1.5,0,1
2646,F. Fucito,1,2002,2002,1,0,0
2647,C. I. Lazaroiu,17,2003,2001,3.4,0,2
2648,Emiliano Imeroni,1,2002,2002,1,0,0
2649,G.W. Delius,2,2001,1999,1,0,1
2650,J. A. Espichan Carrillo,3,1999,1999,3,0,1
2651,Stephon H.S. Alexander,4,2002,2001,1.3333333333333333,0,1
2652,M. Scandurra,5,2002,2000,1.6666666666666667,1,2
2653,S.A. Larin,1,2000,2000,1,0,0
2654,Samuel Lepe,1,2001,2001,1,0,0
2655,T. Matsuki,2,2000,1999,1,0,1
2656,Angelo Galante,1,1999,1999,1,1,0
2657,P. Wang,1,2001,2001,1,0,0
2658,S. Meljanac,3,2003,1999,1,0,1
2659,L.D. Lantsman,1,2002,2002,1,0,0
2660,N. Mankoc Borstnik,5,2003,2000,1.25,0,2
2661,Riccardo D'Auria,10,2003,2001,2,0,2
2662,Stavros Mouslopoulos,6,2001,2000,3,0,2
2663,K. Juenemann,1,2001,2001,1,0,0
2664,Ya.S. Stanev,1,2000,2000,1,0,0
2665,RJ Cova,2,2001,2001,2,0,1
2666,D.V.Meshcheryakov,2,2002,2001,1,0,1
2667,E. F. Moreno,3,2001,1999,1,0,1
2668,Boris Kastening,2,1999,1999,2,0,1
2669,X. Martin,2,2001,2000,1,0,1
2670,V. V. Bazhanov,1,2002,2002,1,0,0
2671,Z. Popowicz,1,2001,2001,1,0,0
2672,A.I. Davydychev,6,2003,2000,1.5,0,2
2673,Paul A. Pearce,13,2003,2001,2.6,0,2
2674,E. Megias,1,2002,2002,1,0,0
2675,Dmitri Gal'tsov,6,2002,2000,1.5,0,2
2676,C. Munoz,1,1999,1999,1,0,0
2677,A. Delgado,3,2003,2002,1.5,0,1
2678,Thierry Grandou,1,2003,2003,1,1,0
2679,Par Arvidsson,1,2002,2002,1,0,0
2680,Jose' P.S. Lemos,1,2002,2002,1,0,0
2681,M. Laidlaw,4,2002,2001,2,0,1
2682,Hiroshi Umetsu,2,2002,2000,1,0,1
2683,E.V. Prokhvatilov,3,2003,2000,1,1,1
2684,D.H.Correa,1,2002,2002,1,0,0
2685,G.Zoupanos,1,2002,2002,1,0,0
2686,L. Fatibene,1,2002,2002,1,0,0
2687,A.G. Abanov,1,2000,2000,1,0,0
2688,T. Tok,6,2003,2000,2,0,2
2689,Piotr Kosinski,4,2002,2002,2,0,1
2690,P. Berglund,7,2002,2000,1.75,0,2
2691,R. A. Usmanov,2,2001,2000,1,0,1
2692,Victor M. Villanueva Sandoval,1,2003,2003,1,1,0
2693,S. A. Abel,2,2002,1999,1,0,1
2694,W. Ruehl,5,2002,2000,2.5,0,2
2695,I. I. Kogan,4,2002,2001,1.3333333333333333,0,1
2696,I. Schmidt,1,1999,1999,1,0,0
2697,V.M.Simulik,1,2002,2002,1,0,0
2698,Agapitos Hatzinikitas,8,2003,2001,1.6,0,2
2699,T. Hauer,1,1999,1999,1,0,0
2700,A.Solovyov,1,2001,2001,1,0,0
2701,Emiliano Sefusatti,1,2001,2001,1,0,0
2702,M. A. Rodriguez,1,2000,2000,1,0,0
2703,Nandinii Barbosa-Cendejas,1,2002,2002,1,0,0
2704,Thomas Schwarzweller,1,2001,2001,1,0,0
2705,Gordon Semenoff,1,1999,1999,1,0,0
2706,A. Leznov,1,2002,2002,1,1,0
2707,A Shirzad,2,2000,1999,1,0,1
2708,S. Kachru,6,2002,2001,1.5,1,2
2709,W.D. Linch III,1,2002,2002,1,0,0
2710,Seungjoon Hyun,17,2003,2002,4.25,0,2
2711,L. Vanzo,4,2000,2000,2,0,1
2712,Emil J. Martinec,8,2003,2002,1.6,0,2
2713,A. Kapustnikov,2,2002,2001,1,0,1
2714,M. Hasenbusch,3,2002,2000,1,0,1
2715,I.P. Costa e Silva,3,2000,1999,1.5,1,1
2716,Roby Muhamad,1,1999,1999,1,0,0
2717,A. Patkos,1,2000,2000,1,0,0
2718,C. Fronsdal,1,2001,2001,1,0,0
2719,A Khvedelidze,1,2002,2002,1,0,0
2720,Mark S. Swanson,1,2000,2000,1,0,0
2721,Daniel F. Litim,13,2002,2001,3.25,0,2
2722,P. Aschieri,1,2002,2002,1,0,0
2723,Laurence G. Yaffe,3,2003,2000,1,1,1
2724,Pietro Fre`,1,1999,1999,1,0,0
2725,Cemsinan Deliduman,2,2002,2001,1,0,1
2726,R. Brustein,6,2002,2001,1.5,0,2
2727,A.I. Nesterov,1,2002,2002,1,0,0
2728,Yushu Zhong,2,2000,1999,1,0,1
2729,M. Schulz,1,2002,2002,1,1,0
2730,Anupama Mehra,2,1999,1999,2,0,1
2731,R. Clarkson,2,2003,2002,1,0,1
2732,Brian Wecht,1,2003,2003,1,0,0
2733,K.Sugiyama,1,1999,1999,1,0,0
2734,J. De Luca,1,2001,2001,1,0,0
2735,E. Gorbatov,3,2001,2000,1.5,1,1
2736,Takashi Tokunaga,1,1999,1999,1,0,0
2737,P. Binetruy,2,2000,2000,2,0,1
2738,Nicolaos Toumbas,5,2001,1999,1.6666666666666667,0,2
2739,J. Greensite,2,2000,1999,1,0,1
2740,M. Bertola,3,2003,1999,1,0,1
2741,R. Grimm,1,2000,2000,1,0,0
2742,M. R. Negrao,2,2000,1999,1,0,1
2743,R. MacKenzie,1,2003,2003,1,0,0
2744,Y. -B. Zhang,1,1999,1999,1,0,0
2745,Vladimir F. Kovalev,1,2000,2000,1,0,0
2746,Michael Martin Nieto,2,2001,2000,1,0,1
2747,J.L. Miramontes,2,2000,2000,2,0,1
2748,D. Nolte,1,2001,2001,1,0,0
2749,Karim Ait Moussa,1,2001,2001,1,0,0
2750,A. Kirchberg,1,2002,2002,1,0,0
2751,C.A.Iucci,1,2001,2001,1,0,0
2752,J.A. Gracey,7,2002,2002,2.3333333333333335,0,2
2753,Alexander Maloney,5,2003,2001,1.25,0,2
2754,Pierre-Yves Casteill,3,2002,2001,1.5,0,1
2755,Sheldon L. Glashow,1,2001,2001,1,0,0
2756,G. Tasinato,4,2003,2002,1.3333333333333333,1,1
2757,A. Zabrodin,2,2001,1999,1,0,1
2758,Martin Wolf,3,2003,2002,1.5,0,1
2759,Axel Kleinschmidt,1,2003,2003,1,0,0
2760,Pascal Tran-Ngoc-Bich,1,2001,2001,1,0,0
2761,Y.M. Cho,4,2002,2001,1.3333333333333333,1,1
2762,Frederic Meunier,1,2001,2001,1,0,0
2763,M. Karowski,6,2003,2001,1.5,1,2
2764,S. Elitzur,2,2002,2000,1,0,1
2765,Walter Troost,2,2001,1999,1,0,1
2766,M. Zamaklar,1,2000,2000,1,0,0
2767,H. R. Christiansen,3,2000,1999,1.5,0,1
2768,Pietro Menotti,5,2002,1999,1.6666666666666667,0,2
2769,Daniele Tommasini,2,2002,2001,1,1,1
2770,Scott Thomas,4,2002,2001,1.3333333333333333,0,1
2771,Tatiana A. Ivanova,2,2000,1999,1,0,1
2772,I. A. Chiosa,1,2000,2000,1,0,0
2773,Christian Mercat,4,2002,2001,2,0,1
2774,A. Wilch,1,1999,1999,1,0,0
2775,Thomas Boettner,1,2000,2000,1,0,0
2776,Everton M. C. Abreu,8,2002,1999,2,0,2
2777,G.Takacs,1,2002,2002,1,0,0
2778,A. Niegawa,1,1999,1999,1,1,0
2779,Keiji Oguiso,1,2002,2002,1,0,0
2780,Eanna E. Flanagan,2,2001,1999,1,0,1
2781,Herbert Neuberger,1,1999,1999,1,1,0
2782,L. A. Manzoni,2,2000,1999,1,0,1
2783,N.R.Constable,1,2000,2000,1,1,0
2784,Lorenzo Sorbo,2,2002,2001,1,0,1
2785,Y. Shibusa,1,2000,2000,1,1,0
2786,Guy Auberson,1,2001,2001,1,1,0
2787,Lubna Rana,1,2002,2002,1,1,0
2788,Chien-Hao Liu,1,1999,1999,1,0,0
2789,A. A. Bichl,3,2001,2000,1.5,1,1
2790,Joel Giedt,7,2003,2002,1.75,0,2
2791,L. Hlavaty,1,2001,2001,1,0,0
2792,Y. Bisabr,3,2001,2000,1.5,0,1
2793,N. Seiberg,3,2000,2000,1.5,0,1
2794,R. R. Volkas,1,2002,2002,1,1,0
2795,R. Schelp,1,1999,1999,1,0,0
2796,H. M. Sadjadi,1,2000,2000,1,0,0
2797,Anton V. Ryzhov,4,2003,2001,1.3333333333333333,0,1
2798,ReinHalbersma,1,2002,2002,1,0,0
2799,Xianhui Li,3,2000,2000,1.5,0,1
2800,R Delbourgo,3,2003,1999,1.5,0,1
2801,M.A. Olshanetsky,1,2003,2003,1,0,0
2802,Ivan K. Kostov,8,2003,2002,1.6,0,2
2803,C.A. Trugenberger,1,2002,2002,1,0,0
2804,R.H.Poghossian,2,1999,1999,2,0,1
2805,O.A.Gelfond,1,2003,2003,1,0,0
2806,Dirk Prange,2,2000,1999,1,0,1
2807,A.A. Sen,1,2002,2002,1,0,0
2808,A. J. daSilva,2,2002,2001,1,0,1
2809,U. Trittmann,15,2002,2001,3.75,0,2
2810,P. Valtancoli,1,2001,2001,1,0,0
2811,Jerome Gauntlett,1,1999,1999,1,0,0
2812,G.W. Gibbons,23,2003,2001,4.6,0,2
2813,Brandon Bates,1,2003,2003,1,0,0
2814,A. Lima-Santos,2,2002,2002,2,0,1
2815,Salvatore Mignemi,3,2000,1999,1.5,0,1
2816,R. Parentani,1,2002,2002,1,0,0
2817,Moninder Singh Modgil,1,2001,2001,1,1,0
2818,Thomas Mehen,7,2002,2000,2.3333333333333335,0,2
2819,Jongsu Sohn,1,2002,2002,1,0,0
2820,C. Vafa,11,2002,1999,2.75,0,2
2821,Tianjun Li,14,2003,2001,2.8,0,2
2822,S.P. Sorella,17,2003,2002,3.4,0,2
2823,O. J. Ganor,1,2002,2002,1,1,0
2824,J.D. Edelstein,2,2002,2002,2,0,1
2825,D.R. Karakhanyan,1,1999,1999,1,0,0
2826,Lorenzo Hernandez,5,2003,2003,1.25,0,2
2827,Shogo Aoyama,3,2002,2001,1.5,0,1
2828,H. Otsu,3,2003,1999,1,0,1
2829,J. Kamnitzer,2,2001,2000,1,0,1
2830,H.A. Morales-T\'ecotl,1,2003,2003,1,0,0
2831,David H. Oaknin,3,2003,2000,1,1,1
2832,G. Kang,2,2000,2000,2,0,1
2833,Kazunari Shima,5,2001,2001,2.5,0,2
2834,Luigi Pilo,3,2002,1999,1,0,1
2835,Sergei M. Kuzenko,5,2002,1999,1.6666666666666667,0,2
2836,Thomas Appelquist,2,1999,1999,2,0,1
2837,Damien A. Easson,8,2003,2001,1.6,0,2
2838,K. Narayan,3,2002,2001,1.5,0,1
2839,J. Bijtebier,6,2000,1999,3,0,2
2840,JohnMorgan,1,2001,2001,1,0,0
2841,Lai-Him Chan,1,2001,2001,1,1,0
2842,Bijon Bagchi,1,2000,2000,1,1,0
2843,Dao-jun Liu,2,2002,2002,2,0,1
2844,K. Wu,1,2001,2001,1,0,0
2845,Vittorio Gorini,1,1999,1999,1,1,0
2846,Per Osland,2,2000,1999,1,0,1
2847,Danny Birmingham,10,2002,2001,2.5,0,2
2848,K. Tamvakis,3,2002,2000,1.5,0,1
2849,A.E. Nelson,1,1999,1999,1,0,0
2850,Jeffrey M. Rabin,1,2002,2002,1,0,0
2851,M. Rooman,4,2002,2000,1.3333333333333333,0,1
2852,D. Gomez-Ullate,4,2002,2001,1.3333333333333333,0,1
2853,Hermann Boos,1,2003,2003,1,1,0
2854,J. Zinn-Justin,2,2002,2000,1,0,1
2855,Stephen S. Pinsky,1,2000,2000,1,1,0
2856,I.M. Singer,1,2000,2000,1,0,0
2857,Jiunn-Wei Chen,1,2000,2000,1,0,0
2858,Veronica Sanz,1,2002,2002,1,0,0
2859,Zachary Guralnik,8,2002,2001,2,0,2
2860,Eunsang Kim,3,2002,1999,1,0,1
2861,O. M. Del Cima,1,2000,2000,1,1,0
2862,A. Torrielli,2,2002,2001,1,1,1
2863,Tatsuo Suzuki,3,2001,1999,1,0,1
2864,Kang-jie Shi,3,2002,1999,1.5,0,1
2865,Michael D. Turner,1,2001,2001,1,0,0
2866,M. Lubo,2,2003,2000,1,0,1
2867,Taro Kashiwa,3,2003,2001,1,0,1
2868,J. M. M. Senovilla,1,2002,2002,1,0,0
2869,St\'ephane Ouvry,1,1999,1999,1,0,0
2870,N.Nekrasov,1,1999,1999,1,0,0
2871,A.Holfter,1,2002,2002,1,0,0
2872,Jurij W. Darewych,1,2003,2003,1,1,0
2873,Shinji Hirano,7,2003,2001,1.4,0,2
2874,Tetsutaro Higaki,2,2003,2002,1,0,1
2875,Luigi Del Debbio,3,2002,2001,1.5,0,1
2876,M.C. Nemes,1,2002,2002,1,0,0
2877,Dmitry Kerner,1,2000,2000,1,0,0
2878,Sung-Shig Kang,1,2002,2002,1,1,0
2879,S. V. Demidov,1,2003,2003,1,0,0
2880,Bo Sundborg,5,2001,2000,1.6666666666666667,0,2
2881,T. Imai,3,2003,2001,1,0,1
2882,AM Semikhatov,2,2001,2000,1,0,1
2883,Bodo Geyer,11,2001,1999,3.6666666666666665,0,2
2884,Niall J. MacKay,1,2001,2001,1,1,0
2885,Andreas Gustavsson,6,2003,2001,1.2,0,2
2886,Steven Corley,7,2002,2002,1.75,0,2
2887,Jan de Boer,14,2003,2002,2.8,0,2
2888,Takuya Maki,1,2002,2002,1,0,0
2889,T.-M. Chiang,1,1999,1999,1,0,0
2890,Chopin Soo,2,2003,1999,1,0,1
2891,Sylvain Wolf,1,1999,1999,1,0,0
2892,R Horan,1,2002,2002,1,0,0
2893,J.Erlich,1,2001,2001,1,0,0
2894,S. S. Shahverdiyev,1,1999,1999,1,0,0
2895,B.B.Deo,1,2000,2000,1,0,0
2896,Andrey I. Musienko,1,2000,2000,1,0,0
2897,S. I. Vacaru,1,2000,2000,1,0,0
2898,N. Read,2,2002,2001,1,0,1
2899,Anastasia Volovich,12,2003,2002,2.4,0,2
2900,Ron Y. Donagi,1,2001,2001,1,1,0
2901,F. Astorga,1,2002,2002,1,0,0
